Date,Time,CO,NMHC,Nox,NO2,T,RH,AH
20040610,1100,2.4,-200,157,134,33.5,27.2,1.3859
20040610,1200,2.8,-200,165,148,35.4,26.1,1.4806
20040610,1300,2.5,-200,137,126,37.9,23.2,1.5020
20040610,1400,2.6,-200,149,144,39.7,18.7,1.3306
20040610,1500,2.3,-200,140,133,40.4,17.2,1.2774
20040610,1600,2.4,-200,139,139,40.0,18.8,1.3630
20040610,1700,3.5,-200,221,178,38.9,18.8,1.2900
20040610,1800,4.8,-200,318,206,35.8,22.1,1.2792
20040610,1900,5.1,-200,363,211,33.1,25.9,1.2923
20040610,2000,4.7,-200,341,180,30.9,28.2,1.2388
20040610,2100,2.4,-200,163,116,27.5,32.6,1.1760
20040610,2200,2.5,-200,157,118,26.3,34.3,1.1605
20040610,2300,2.7,-200,202,115,25.5,34.1,1.0968
20040611,0000,1.5,-200,102,96,24.7,39.3,1.2065
20040611,0100,1.1,-200,70,86,24.2,39.5,1.1764
20040611,0200,0.6,-200,41,65,24.8,37.8,1.1639
20040611,0300,0.5,-200,-200,-200,22.7,43.8,1.1952
20040611,0400,0.4,-200,36,53,22.0,44.3,1.1553
20040611,0500,0.6,-200,68,74,19.3,51.4,1.1364
20040611,0600,1,-200,92,69,19.8,50.4,1.1525
20040611,0700,4.6,-200,332,131,20.5,48.2,1.1474
20040611,0800,4.8,-200,333,134,22.8,42.7,1.1667
20040611,0900,4,-200,298,148,25.6,35.8,1.1548
20040611,1000,-200,-200,-200,-200,30.0,27.5,1.1509
20040611,1100,2,-200,146,-200,34.4,21.0,1.1248
20040611,1200,2,-200,120,111,35.9,19.6,1.1422
20040611,1300,2,-200,108,110,37.2,18.2,1.1389
20040611,1400,1.9,-200,109,110,37.3,16.6,1.0435
20040611,1500,1.9,-200,124,116,37.4,14.9,0.9413
20040611,1600,1.9,-200,127,120,36.4,15.1,0.9005
20040611,1700,2.6,-200,185,142,35.4,14.7,0.8323
20040611,1800,3.2,-200,230,146,34.2,14.2,0.7502
20040611,1900,3.4,-200,265,153,31.1,18.7,0.8302
20040611,2000,3.4,-200,261,158,29.1,22.0,0.8702
20040611,2100,2.9,-200,219,140,27.2,22.5,0.7962
20040611,2200,2.7,-200,180,127,25.3,24.6,0.7796
20040611,2300,1.3,-200,108,97,24.9,27.2,0.8429
20040612,0000,1.3,-200,98,91,23.5,32.2,0.9220
20040612,0100,0.9,-200,57,68,23.5,32.7,0.9349
20040612,0200,0.6,-200,36,52,24.1,32.0,0.9467
20040612,0300,0.5,-200,-200,-200,22.6,34.8,0.9441
20040612,0400,0.5,-200,45,58,20.8,40.2,0.9725
20040612,0500,0.9,-200,87,78,18.8,46.6,1.0027
20040612,0600,0.7,-200,62,61,19.8,46.0,1.0524
20040612,0700,0.6,-200,65,64,21.3,42.3,1.0625
20040612,0800,1.3,-200,125,81,21.3,41.8,1.0449
20040612,0900,1.9,-200,157,92,24.0,36.6,1.0772
20040612,1000,2.1,-200,171,101,27.2,30.7,1.0884
20040612,1100,1.8,-200,119,96,32.3,23.6,1.1271
20040612,1200,1.8,-200,110,101,31.9,25.8,1.2023
20040612,1300,1.6,-200,95,91,35.1,21.8,1.2093
20040612,1400,1.2,-200,58,68,36.0,20.5,1.1995
20040612,1500,1.2,-200,69,76,37.0,20.1,1.2423
20040612,1600,1.4,-200,76,84,36.4,21.0,1.2515
20040612,1700,1.3,-200,63,76,35.2,22.6,1.2670
20040612,1800,1.1,-200,51,61,32.5,27.6,1.3229
20040612,1900,1.1,-200,46,52,29.1,35.1,1.3919
20040612,2000,1.1,-200,52,59,26.9,39.7,1.3898
20040612,2100,1.8,-200,84,89,26.1,42.2,1.4039
20040612,2200,2.3,-200,130,113,25.5,43.8,1.4095
20040612,2300,2.6,-200,147,112,24.9,45.6,1.4135
20040613,0000,2,-200,126,89,25.2,45.2,1.4262
20040613,0100,1,-200,47,53,25.4,45.5,1.4570
20040613,0200,0.6,-200,24,36,26.2,43.6,1.4599
20040613,0300,0.6,-200,-200,-200,24.3,48.2,1.4476
20040613,0400,0.5,-200,25,39,24.4,48.3,1.4499
20040613,0500,0.4,-200,21,33,23.3,51.0,1.4346
20040613,0600,0.4,-200,25,37,21.6,48.1,1.2259
20040613,0700,0.4,-200,25,36,21.4,47.8,1.2005
20040613,0800,0.4,-200,30,42,20.5,46.8,1.1152
20040613,0900,0.5,-200,42,52,20.8,40.7,0.9882
20040613,1000,0.6,-200,52,60,22.3,35.3,0.9371
20040613,1100,0.7,-200,62,74,21.7,38.3,0.9842
20040613,1200,0.7,-200,67,65,24.4,29.6,0.8921
20040613,1300,0.6,-200,47,52,23.4,34.9,0.9910
20040613,1400,0.5,-200,35,40,23.5,35.2,1.0019
20040613,1500,0.6,-200,45,49,22.4,39.0,1.0400
20040613,1600,0.8,-200,53,56,22.0,41.7,1.0865
20040613,1700,0.8,-200,57,59,21.7,42.7,1.0949
20040613,1800,1,-200,71,68,20.7,43.4,1.0470
20040613,1900,1,-200,67,72,20.3,42.6,1.0045
20040613,2000,1,-200,75,78,20.3,44.1,1.0392
20040613,2100,0.9,-200,65,71,20.1,45.2,1.0538
20040613,2200,0.7,-200,45,54,19.8,45.7,1.0424
20040613,2300,0.8,-200,46,57,19.6,45.3,1.0244
20040614,0000,0.7,-200,33,45,19.4,45.9,1.0242
20040614,0100,0.5,-200,19,30,19.7,44.8,1.0172
20040614,0200,0.3,-200,9,16,19.5,46.3,1.0363
20040614,0300,0.3,-200,-200,-200,19.0,49.0,1.0630
20040614,0400,-200,-200,12,18,19.1,50.7,1.1090
20040614,0500,0.3,-200,21,28,19.1,52.7,1.1545
20040614,0600,0.7,-200,66,62,20.3,49.3,1.1596
20040614,0700,1.5,-200,137,92,21.1,46.2,1.1389
20040614,0800,1.8,-200,151,96,21.5,44.5,1.1290
20040614,0900,1.4,-200,115,87,22.4,43.6,1.1637
20040614,1000,1.5,-200,118,84,24.8,39.1,1.2039
20040614,1100,1.2,-200,95,73,23.9,42.1,1.2335
20040614,1200,1.2,-200,86,72,25.5,38.3,1.2328
20040614,1300,1.3,-200,85,68,25.4,39.2,1.2534
20040614,1400,1,-200,66,62,25.6,37.0,1.2006
20040614,1500,1.4,-200,74,70,24.5,38.4,1.1669
20040614,1600,1.6,-200,108,83,23.9,39.9,1.1639
20040614,1700,2.7,-200,150,92,24.2,39.2,1.1665
20040614,1800,2.3,-200,157,103,23.5,41.2,1.1759
20040614,1900,1.5,-200,93,82,22.3,44.9,1.1973
20040614,2000,1.4,-200,76,74,21.7,46.5,1.1917
20040614,2100,1,-200,57,67,22.0,44.9,1.1699
20040614,2200,1.1,-200,64,74,22.2,44.1,1.1654
20040614,2300,1.2,-200,59,72,21.8,45.6,1.1763
20040615,0000,1.2,-200,68,79,21.6,46.0,1.1742
20040615,0100,0.7,-200,31,43,21.6,45.8,1.1715
20040615,0200,0.5,-200,21,33,20.7,48.3,1.1680
20040615,0300,0.4,-200,-200,-200,21.0,47.1,1.1546
20040615,0400,0.4,-200,24,38,20.8,48.5,1.1800
20040615,0500,0.5,-200,38,51,20.8,49.4,1.1994
20040615,0600,1,-200,92,69,19.9,51.8,1.1911
20040615,0700,4.4,-200,311,116,20.9,49.3,1.2049
20040615,0800,4,-200,260,119,23.7,39.9,1.1508
20040615,0900,2.4,-200,181,96,25.3,35.8,1.1421
20040615,1000,2.1,-200,177,109,28.8,29.1,1.1349
20040615,1100,2.7,-200,180,115,30.3,26.9,1.1399
20040615,1200,2.8,-200,174,118,32.8,23.3,1.1380
20040615,1300,2.3,-200,140,118,33.9,21.4,1.1135
20040615,1400,2,-200,122,112,35.3,19.6,1.1036
20040615,1500,2.6,-200,189,140,34.0,20.8,1.0898
20040615,1600,2.7,-200,169,137,35.3,18.8,1.0572
20040615,1700,3.1,-200,172,143,32.6,24.1,1.1688
20040615,1800,3.1,-200,154,148,30.8,28.7,1.2507
20040615,1900,3.6,-200,192,158,28.7,31.2,1.2099
20040615,2000,2.9,-200,160,127,26.8,35.1,1.2201
20040615,2100,2.2,-200,110,109,25.3,39.4,1.2524
20040615,2200,2,-200,97,101,23.9,40.9,1.1966
20040615,2300,2.1,-200,124,114,23.0,44.4,1.2354
20040616,0000,1.9,-200,108,104,22.2,53.9,1.4237
20040616,0100,1.4,-200,61,81,20.9,59.8,1.4659
20040616,0200,0.8,-200,34,51,21.3,58.1,1.4570
20040616,0300,0.6,-200,-200,-200,20.8,58.4,1.4189
20040616,0400,0.6,-200,24,40,20.3,58.9,1.3878
20040616,0500,0.5,-200,27,34,21.3,54.5,1.3682
20040616,0600,1,-200,70,61,20.6,57.4,1.3753
20040616,0700,2.7,-200,176,95,21.3,56.9,1.4226
20040616,0800,5,-200,310,142,22.9,52.4,1.4442
20040616,0900,3.3,-200,221,128,24.1,46.5,1.3802
20040616,1000,2.4,-200,168,115,27.1,38.8,1.3705
20040616,1100,1.7,-200,109,84,28.4,34.4,1.3140
20040616,1200,1.7,-200,102,85,30.1,30.9,1.2958
20040616,1300,2.4,-200,129,110,32.7,25.8,1.2547
20040616,1400,2.2,-200,117,107,32.4,25.7,1.2271
20040616,1500,2.2,-200,112,107,33.6,24.4,1.2472
20040616,1600,2.3,-200,122,113,33.0,26.0,1.2877
20040616,1700,2.6,-200,114,107,33.2,23.7,1.1855
20040616,1800,2.3,-200,111,106,31.3,25.4,1.1415
20040616,1900,3.3,-200,158,125,28.3,31.7,1.1968
20040616,2000,3.5,-200,202,139,26.5,35.0,1.1981
20040616,2100,2.5,-200,166,117,24.4,40.0,1.2079
20040616,2200,2.5,-200,143,107,23.3,43.4,1.2251
20040616,2300,2.4,-200,122,98,22.5,45.3,1.2226
20040617,0000,2.5,-200,113,97,21.8,47.8,1.2325
20040617,0100,2.1,-200,109,95,20.9,51.0,1.2446
20040617,0200,1,-200,53,68,20.8,51.7,1.2572
20040617,0300,0.8,-200,-200,-200,19.3,57.1,1.2661
20040617,0400,-200,-200,32,51,18.8,58.6,1.2581
20040617,0500,0.5,-200,35,44,20.2,53.8,1.2569
20040617,0600,1.3,-200,123,77,18.3,60.8,1.2635
20040617,0700,3.6,-200,254,100,20.2,54.5,1.2777
20040617,0800,4.8,-200,300,125,21.9,49.9,1.2957
20040617,0900,3.7,-200,281,154,25.2,43.0,1.3548
20040617,1000,1.9,-200,169,125,28.0,36.6,1.3603
20040617,1100,1.7,-200,152,117,27.1,38.3,1.3548
20040617,1200,1.9,-200,127,105,27.4,37.0,1.3319
20040617,1300,1.8,-200,118,103,29.4,32.9,1.3244
20040617,1400,1.7,-200,120,106,31.3,28.7,1.2885
20040617,1500,1.8,-200,125,107,31.5,28.7,1.3058
20040617,1600,1.7,-200,117,102,30.9,30.3,1.3306
20040617,1700,2.8,-200,166,124,31.4,30.3,1.3689
20040617,1800,3.6,-200,180,133,30.7,31.4,1.3686
20040617,1900,3.3,-200,172,125,29.0,33.4,1.3169
20040617,2000,2.9,-200,160,124,27.3,37.5,1.3420
20040617,2100,1.7,-200,103,97,25.8,40.9,1.3389
20040617,2200,1.7,-200,87,94,25.2,43.0,1.3580
20040617,2300,2.8,-200,147,120,24.6,45.8,1.3940
20040618,0000,1.8,-200,120,105,24.0,47.3,1.3914
20040618,0100,1,-200,63,81,23.5,48.3,1.3777
20040618,0200,0.5,-200,30,43,24.0,45.8,1.3467
20040618,0300,0.4,-200,-200,-200,22.2,50.7,1.3405
20040618,0400,0.3,-200,19,32,22.8,48.1,1.3184
20040618,0500,0.4,-200,27,36,21.9,50.1,1.3002
20040618,0600,0.8,-200,65,59,20.4,54.1,1.2800
20040618,0700,2.2,-200,169,92,20.8,52.6,1.2758
20040618,0800,4.4,-200,244,121,22.8,47.9,1.3156
20040618,0900,3.7,-200,274,151,25.2,42.9,1.3552
20040618,1000,2.5,-200,202,142,29.3,34.8,1.3970
20040618,1100,2.5,-200,186,141,33.3,27.8,1.4013
20040618,1200,2.3,-200,153,129,34.9,24.9,1.3630
20040618,1300,2,-200,112,106,36.1,22.7,1.3324
20040618,1400,2,-200,117,125,37.6,21.1,1.3478
20040618,1500,2.1,-200,109,126,37.3,21.9,1.3761
20040618,1600,2.4,-200,133,147,37.2,21.6,1.3514
20040618,1700,3.1,-200,185,180,35.6,23.4,1.3410
20040618,1800,2.9,-200,167,164,33.1,24.3,1.2087
20040618,1900,3.5,-200,218,180,30.5,29.5,1.2635
20040618,2000,2.9,-200,171,153,28.7,35.8,1.3834
20040618,2100,1.5,-200,78,105,26.6,42.2,1.4452
20040618,2200,1.7,-200,84,98,25.2,46.6,1.4733
20040618,2300,2.2,-200,110,107,24.7,47.7,1.4649
20040619,0000,1.6,-200,87,87,24.4,47.4,1.4301
20040619,0100,1,-200,58,80,23.3,49.9,1.4135
20040619,0200,0.6,-200,39,62,23.8,47.3,1.3783
20040619,0300,0.6,-200,-200,-200,22.9,50.2,1.3808
20040619,0400,0.6,-200,38,54,21.2,55.0,1.3689
20040619,0500,0.5,-200,41,56,21.7,52.6,1.3500
20040619,0600,0.5,-200,47,62,22.8,48.9,1.3424
20040619,0700,0.9,-200,72,72,23.5,47.6,1.3611
20040619,0800,1.4,-200,100,86,24.6,44.9,1.3661
20040619,0900,1.6,-200,104,99,27.0,39.9,1.4020
20040619,1000,1.6,-200,109,98,29.3,35.9,1.4411
20040619,1100,1.7,-200,103,102,31.2,32.4,1.4517
20040619,1200,1.7,-200,75,84,34.4,26.6,1.4230
20040619,1300,1.5,-200,72,83,36.1,22.1,1.3004
20040619,1400,1.2,-200,56,68,-200,-200,-200
20040619,1500,1.2,-200,51,63,-200,-200,-200
20040619,1600,1.1,-200,52,65,-200,-200,-200
20040619,1700,1,-200,46,63,-200,-200,-200
20040619,1800,1.1,-200,44,56,-200,-200,-200
20040619,1900,1.6,-200,72,77,-200,-200,-200
20040619,2000,1.7,-200,88,91,-200,-200,-200
20040619,2100,1.4,-200,56,70,-200,-200,-200
20040619,2200,1.7,-200,82,95,-200,-200,-200
20040619,2300,2.4,-200,125,113,-200,-200,-200
20040620,0000,2.3,-200,144,109,-200,-200,-200
20040620,0100,1.2,-200,54,65,-200,-200,-200
20040620,0200,1,-200,48,60,-200,-200,-200
20040620,0300,1.4,-200,-200,-200,-200,-200,-200
20040620,0400,-200,-200,41,62,-200,-200,-200
20040620,0500,1,-200,40,60,-200,-200,-200
20040620,0600,0.9,-200,48,65,-200,-200,-200
20040620,0700,0.8,-200,44,55,-200,-200,-200
20040620,0800,1,-200,59,66,-200,-200,-200
20040620,0900,1.2,-200,59,67,-200,-200,-200
20040620,1000,1.2,-200,53,64,-200,-200,-200
20040620,1100,1,-200,42,59,-200,-200,-200
20040620,1200,1,-200,43,59,-200,-200,-200
20040620,1300,0.6,-200,23,36,-200,-200,-200
20040620,1400,0.7,-200,22,35,-200,-200,-200
20040620,1500,0.8,-200,37,54,-200,-200,-200
20040620,1600,1.1,-200,53,71,-200,-200,-200
20040620,1700,1.4,-200,68,86,-200,-200,-200
20040620,1800,2.8,-200,125,114,-200,-200,-200
20040620,1900,2.5,-200,96,105,-200,-200,-200
20040620,2000,1.6,-200,75,87,-200,-200,-200
20040620,2100,1.4,-200,74,85,-200,-200,-200
20040620,2200,2.3,-200,92,91,-200,-200,-200
20040620,2300,4.2,-200,136,108,-200,-200,-200
20040621,0000,3,-200,119,99,-200,-200,-200
20040621,0100,2.2,-200,76,83,-200,-200,-200
20040621,0200,0.6,-200,21,36,-200,-200,-200
20040621,0300,0.3,-200,-200,-200,-200,-200,-200
20040621,0400,0.3,-200,15,24,18.9,55.2,1.1895
20040621,0500,0.5,-200,52,43,18.2,57.6,1.1930
20040621,0600,1.3,-200,85,64,18.6,56.0,1.1865
20040621,0700,2.5,-200,177,91,20.8,48.0,1.1702
20040621,0800,3.7,-200,232,109,23.3,38.6,1.0919
20040621,0900,2.5,-200,201,110,25.1,32.4,1.0170
20040621,1000,1.8,-200,134,111,27.8,25.8,0.9473
20040621,1100,1.5,-200,104,106,29.6,21.0,0.8548
20040621,1200,1.5,-200,89,104,30.2,18.0,0.7613
20040621,1300,1.2,-200,66,76,30.1,18.5,0.7747
20040621,1400,1.4,-200,85,84,29.5,19.4,0.7872
20040621,1500,1.6,-200,105,102,31.1,18.2,0.8079
20040621,1600,1.6,-200,99,102,30.3,19.0,0.8103
20040621,1700,2.2,-200,132,124,30.1,19.3,0.8083
20040621,1800,3,-200,186,147,28.6,22.3,0.8590
20040621,1900,3,-200,174,138,26.1,28.3,0.9407
20040621,2000,2.7,-200,149,126,24.5,35.7,1.0807
20040621,2100,2.1,-200,114,112,23.1,41.5,1.1582
20040621,2200,1.6,-200,92,95,21.8,46.3,1.1913
20040621,2300,1.3,-200,75,80,20.9,48.9,1.1945
20040622,0000,1.1,-200,74,79,20.5,49.9,1.1903
20040622,0100,0.7,-200,35,49,20.0,50.9,1.1794
20040622,0200,0.4,-200,22,36,22.1,44.3,1.1665
20040622,0300,0.2,-200,-200,-200,21.0,47.5,1.1666
20040622,0400,0.2,-200,24,40,19.8,50.3,1.1444
20040622,0500,0.3,-200,30,37,19.0,52.8,1.1489
20040622,0600,0.9,-200,93,67,17.8,56.5,1.1375
20040622,0700,3.1,-200,332,106,18.2,55.8,1.1529
20040622,0800,5,-200,387,134,20.6,47.7,1.1448
20040622,0900,2.8,-200,267,123,22.8,41.9,1.1496
20040622,1000,2.8,-200,269,136,27.1,31.7,1.1147
20040622,1100,2.1,-200,193,109,30.4,26.4,1.1310
20040622,1200,3.1,-200,239,144,31.1,26.2,1.1647
20040622,1300,3,-200,232,154,31.4,25.3,1.1444
20040622,1400,2.1,-200,152,126,30.8,26.7,1.1680
20040622,1500,1.7,-200,115,98,31.8,25.6,1.1868
20040622,1600,2.2,-200,169,120,33.5,22.9,1.1649
20040622,1700,3.5,-200,226,145,33.1,23.5,1.1673
20040622,1800,3.6,-200,218,139,31.7,25.9,1.1883
20040622,1900,4.1,-200,245,148,29.0,30.4,1.2013
20040622,2000,4,-200,236,139,27.4,33.6,1.2095
20040622,2100,1.8,-200,104,93,25.2,36.4,1.1528
20040622,2200,1.7,-200,104,96,24.0,39.6,1.1662
20040622,2300,2.4,-200,144,104,23.8,39.6,1.1558
20040623,0000,1.2,-200,79,83,22.9,43.6,1.1974
20040623,0100,0.8,-200,51,66,22.8,43.9,1.2020
20040623,0200,0.5,-200,38,55,21.8,47.3,1.2189
20040623,0300,0.3,-200,-200,-200,21.7,47.3,1.2135
20040623,0400,-200,-200,24,37,20.8,50.3,1.2207
20040623,0500,0.4,-200,30,40,21.7,46.8,1.2031
20040623,0600,1,-200,73,51,20.3,52.3,1.2367
20040623,0700,3.8,-200,305,117,20.5,52.3,1.2450
20040623,0800,3.2,-200,295,110,21.7,49.6,1.2673
20040623,0900,3.5,-200,331,136,24.0,43.1,1.2677
20040623,1000,3.2,-200,304,152,28.5,31.7,1.2144
20040623,1100,2.3,-200,210,119,32.2,25.1,1.1890
20040623,1200,2.2,-200,163,106,34.9,20.5,1.1279
20040623,1300,2.1,-200,132,101,35.4,19.9,1.1222
20040623,1400,1.9,-200,126,110,34.4,22.5,1.2050
20040623,1500,2.4,-200,150,124,34.8,22.8,1.2488
20040623,1600,2.5,-200,171,137,34.3,22.4,1.1907
20040623,1700,3.6,-200,234,159,32.5,25.3,1.2165
20040623,1800,3.9,-200,251,152,31.3,27.3,1.2234
20040623,1900,4.4,-200,294,166,30.2,29.0,1.2224
20040623,2000,4.8,-200,300,163,28.5,33.3,1.2775
20040623,2100,2.5,-200,159,121,27.3,35.3,1.2606
20040623,2200,2.8,-200,176,125,26.1,37.8,1.2575
20040623,2300,3.2,-200,192,120,24.7,47.1,1.4400
20040624,0000,2.6,-200,152,103,23.6,59.8,1.7193
20040624,0100,1.5,-200,63,64,23.3,60.5,1.7060
20040624,0200,1,-200,35,44,23.3,59.4,1.6753
20040624,0300,0.8,-200,-200,-200,22.9,57.7,1.5902
20040624,0400,0.6,-200,21,35,23.7,53.5,1.5460
20040624,0500,0.6,-200,41,46,21.2,60.9,1.5092
20040624,0600,0.7,-200,48,54,22.1,56.2,1.4800
20040624,0700,1.2,-200,102,68,21.9,57.0,1.4742
20040624,0800,1.5,-200,111,77,24.7,45.9,1.4061
20040624,0900,1.3,-200,93,74,27.0,40.8,1.4286
20040624,1000,1.6,-200,118,92,29.1,37.4,1.4833
20040624,1100,1.5,-200,93,83,31.1,32.4,1.4351
20040624,1200,1.2,-200,56,58,31.9,30.3,1.4125
20040624,1300,1.1,-200,51,55,32.8,28.9,1.4120
20040624,1400,1.2,-200,52,61,33.4,27.8,1.4119
20040624,1500,1.3,-200,59,65,35.3,23.7,1.3331
20040624,1600,1.4,-200,62,74,35.8,22.4,1.2915
20040624,1700,1.6,-200,85,89,35.3,20.8,1.1664
20040624,1800,2.1,-200,109,103,33.3,23.9,1.2085
20040624,1900,3,-200,168,128,30.3,30.8,1.3044
20040624,2000,2.8,-200,166,122,28.3,34.5,1.3084
20040624,2100,3.8,-200,149,125,27.1,38.9,1.3758
20040624,2200,3.2,-200,118,119,25.4,43.2,1.3805
20040624,2300,4.1,-200,160,126,24.6,45.3,1.3767
20040625,0000,2.6,-200,124,100,23.7,46.0,1.3346
20040625,0100,2,-200,95,94,23.0,48.1,1.3322
20040625,0200,0.9,-200,34,52,24.8,43.4,1.3366
20040625,0300,0.7,-200,-200,-200,23.1,47.4,1.3208
20040625,0400,0.6,-200,45,64,21.7,50.2,1.2917
20040625,0500,0.6,-200,35,46,21.9,50.7,1.3138
20040625,0600,1.6,-200,141,88,20.1,57.0,1.3216
20040625,0700,2.6,-200,199,104,21.5,51.8,1.3129
20040625,0800,2.9,-200,224,125,22.9,48.7,1.3416
20040625,0900,2.8,-200,245,151,25.7,41.0,1.3351
20040625,1000,1.9,-200,153,113,29.9,33.2,1.3793
20040625,1100,1.9,-200,145,102,32.9,28.0,1.3789
20040625,1200,2.1,-200,130,108,34.0,25.6,1.3363
20040625,1300,1.9,-200,95,93,34.7,22.6,1.2297
20040625,1400,1.6,-200,88,89,35.5,20.3,1.1586
20040625,1500,1.6,-200,89,84,35.9,18.8,1.0912
20040625,1600,2.1,-200,127,111,36.2,18.6,1.0945
20040625,1700,2.4,-200,149,115,35.4,15.3,0.8613
20040625,1800,2.8,-200,170,127,32.9,15.5,0.7649
20040625,1900,3.4,-200,210,129,29.9,19.8,0.8211
20040625,2000,3.4,-200,230,140,28.1,22.4,0.8394
20040625,2100,2.7,-200,203,137,26.1,24.7,0.8233
20040625,2200,2.6,-200,174,130,25.0,28.7,0.8944
20040625,2300,2.3,-200,164,121,24.3,31.0,0.9268
20040626,0000,1.2,-200,76,79,24.0,31.2,0.9190
20040626,0100,1,-200,52,69,22.4,34.9,0.9362
20040626,0200,0.9,-200,47,61,21.2,37.6,0.9355
20040626,0300,1.1,-200,-200,-200,19.5,42.3,0.9461
20040626,0400,-200,-200,37,58,21.2,39.4,0.9802
20040626,0500,0.4,-200,41,58,19.5,42.4,0.9515
20040626,0600,0.9,-200,74,70,18.6,45.8,0.9723
20040626,0700,1.8,-200,168,104,19.7,44.1,1.0039
20040626,0800,2.2,-200,176,109,21.9,39.4,1.0243
20040626,0900,2.4,-200,184,129,24.5,34.3,1.0407
20040626,1000,2.3,-200,187,144,30.0,25.6,1.0674
20040626,1100,1.6,-200,118,101,34.5,18.9,1.0168
20040626,1200,1.4,-200,89,90,36.3,17.5,1.0411
20040626,1300,1.4,-200,70,86,37.7,16.0,1.0231
20040626,1400,1,-200,51,69,38.3,15.8,1.0465
20040626,1500,1,-200,52,65,38.4,17.5,1.1609
20040626,1600,1.2,-200,70,73,37.2,20.5,1.2813
20040626,1700,1.3,-200,80,73,34.0,26.4,1.3781
20040626,1800,1.5,-200,90,78,32.3,30.4,1.4450
20040626,1900,1.9,-200,111,98,30.5,33.9,1.4564
20040626,2000,1.8,-200,107,99,29.2,37.8,1.5098
20040626,2100,1.4,-200,73,83,28.4,39.1,1.4881
20040626,2200,1.7,-200,75,88,27.7,40.6,1.4828
20040626,2300,2.7,-200,144,117,27.2,42.5,1.5069
20040627,0000,2.1,-200,120,97,26.5,44.8,1.5280
20040627,0100,1.4,-200,71,75,25.5,47.6,1.5318
20040627,0200,1,-200,40,53,25.2,47.8,1.5076
20040627,0300,1,-200,-200,-200,23.2,53.7,1.5046
20040627,0400,0.8,-200,34,45,23.2,52.3,1.4668
20040627,0500,0.5,-200,27,42,24.0,50.3,1.4811
20040627,0600,0.6,-200,30,44,23.5,51.2,1.4634
20040627,0700,0.6,-200,40,50,23.5,50.8,1.4520
20040627,0800,1,-200,56,60,24.7,47.6,1.4597
20040627,0900,1.6,-200,104,100,27.2,41.1,1.4611
20040627,1000,1.9,-200,121,111,31.0,32.4,1.4294
20040627,1100,1.7,-200,100,110,35.2,24.8,1.3854
20040627,1200,1.1,-200,59,74,37.8,18.5,1.1977
20040627,1300,0.8,-200,42,56,39.0,15.1,1.0424
20040627,1400,0.7,-200,38,50,41.3,12.8,0.9933
20040627,1500,0.7,-200,40,54,41.8,11.9,0.9476
20040627,1600,1.2,-200,70,90,42.2,14.2,1.1609
20040627,1700,1.6,-200,95,109,41.4,15.5,1.2089
20040627,1800,1.6,-200,90,110,38.9,21.4,1.4605
20040627,1900,1.7,-200,90,103,34.3,26.0,1.3865
20040627,2000,2,-200,111,120,32.7,27.7,1.3439
20040627,2100,2.3,-200,135,134,30.5,30.4,1.3031
20040627,2200,2.4,-200,146,137,29.0,33.6,1.3277
20040627,2300,1.7,-200,100,99,28.2,36.6,1.3781
20040628,0000,1.2,-200,69,78,27.2,38.9,1.3821
20040628,0100,1,-200,47,63,26.7,40.0,1.3754
20040628,0200,0.6,-200,26,41,26.0,41.2,1.3598
20040628,0300,0.5,-200,-200,-200,22.8,50.1,1.3677
20040628,0400,0.4,-200,24,39,24.0,46.6,1.3700
20040628,0500,0.5,-200,55,60,24.0,46.4,1.3689
20040628,0600,0.7,-200,47,54,23.7,47.1,1.3602
20040628,0700,3.2,-200,209,119,23.6,47.3,1.3634
20040628,0800,5.6,-200,348,159,25.5,43.1,1.3891
20040628,0900,4.6,-200,337,182,28.5,36.8,1.4128
20040628,1000,3.3,-200,280,183,32.6,28.0,1.3566
20040628,1100,2.1,-200,169,144,36.3,23.4,1.3902
20040628,1200,1.9,-200,126,118,37.5,21.5,1.3673
20040628,1300,1.9,-200,108,106,39.6,19.0,1.3447
20040628,1400,1.6,-200,93,97,40.1,19.3,1.4013
20040628,1500,2,-200,112,129,40.4,20.0,1.4854
20040628,1600,1.8,-200,110,130,39.9,20.1,1.4495
20040628,1700,2.9,-200,188,163,39.1,19.6,1.3542
20040628,1800,3.4,-200,203,160,37.0,21.9,1.3503
20040628,1900,3.1,-200,167,140,33.9,26.8,1.3899
20040628,2000,2.5,-200,116,115,31.9,30.6,1.4201
20040628,2100,1.8,-200,89,92,29.7,33.9,1.3874
20040628,2200,1.8,-200,103,99,28.6,36.8,1.4160
20040628,2300,2,-200,100,96,27.8,38.7,1.4187
20040629,0000,1.5,-200,86,80,27.8,40.0,1.4691
20040629,0100,0.8,-200,52,65,27.5,41.3,1.4962
20040629,0200,0.4,-200,27,46,27.3,41.6,1.4906
20040629,0300,0.3,-200,-200,-200,26.0,44.2,1.4657
20040629,0400,-200,-200,35,57,24.8,48.0,1.4857
20040629,0500,0.5,-200,42,54,25.9,45.1,1.4889
20040629,0600,0.7,-200,57,62,25.3,47.6,1.5108
20040629,0700,3.4,-200,228,102,24.7,49.5,1.5201
20040629,0800,5.7,-200,350,140,27.1,43.1,1.5224
20040629,0900,3.2,-200,232,121,28.3,39.8,1.5053
20040629,1000,2.7,-200,206,132,32.4,32.3,1.5484
20040629,1100,2.1,-200,159,122,35.4,27.8,1.5733
