Date,Time,HZ,Displace,Flow,SedimentPPM,PressureLbs,ChlorinePPM
3/11/14,6:39,10.19,2.812,1488,1.76,80,1.36
3/11/14,6:40,10.23,2.819,1492,1.64,96,1.06
3/11/14,6:42,10.32,2.821,1493,1.33,99,0.65
3/11/14,6:43,10.03,2.828,1496,1.45,95,1.47
3/11/14,6:45,10.37,2.836,1501,1.11,85,1.79
3/11/14,6:46,9.97,2.841,1503,1.19,92,1.67
3/11/14,6:48,10.31,2.844,1505,0.36,91,0.62
3/11/14,6:49,9.71,2.849,1508,1.59,76,1.14
3/11/14,6:50,9.84,2.857,1512,1.84,84,1.72
3/11/14,6:52,10.38,2.864,1516,1.14,92,0.51
3/11/14,6:53,10.23,2.873,1520,0.57,93,1.56
3/11/14,6:55,10.48,2.883,1526,1.44,97,1.64
3/11/14,6:56,10.37,2.893,1531,1.92,79,2
3/11/14,6:58,10.31,2.906,1538,1.02,81,0.52
3/11/14,6:59,10.09,2.91,1540,1.32,97,1.37
3/11/14,7:01,10.35,2.914,1542,0.69,89,0.71
3/11/14,7:02,10.38,2.918,1544,0.86,90,1.14
3/11/14,7:03,9.87,2.931,1551,1.62,77,1.82
3/11/14,7:05,9.71,2.937,1554,1.09,77,0.92
3/11/14,7:06,9.86,2.943,1557,0.14,98,1.59
3/11/14,7:08,9.59,2.945,1559,1.41,84,1.8
3/11/14,7:09,10.16,2.953,1562,0.09,98,1.36
3/11/14,7:11,9.91,2.961,1567,1.8,87,1.89
3/11/14,7:12,10.46,2.965,1569,1.18,89,1.43
3/11/14,7:13,9.84,2.967,1570,1.96,95,0.98
3/11/14,7:15,9.61,2.969,1571,1.43,83,1.43
3/11/14,7:16,9.81,2.98,1577,1.26,88,1.25
3/11/14,7:18,9.95,2.985,1580,0.94,83,0.95
3/11/14,7:19,9.9,2.991,1583,0.89,87,1.72
3/11/14,7:21,10.33,2.994,1585,1.65,92,1.5
3/11/14,7:22,10.5,2.996,1586,0.9,79,1.53
3/11/14,7:24,9.82,3.001,1588,1.99,90,1.53
3/11/14,7:25,10.02,3.006,1591,1.09,76,1.82
3/11/14,7:26,9.99,3.018,1597,1.23,89,1.53
3/11/14,7:28,10.2,3.025,1601,1.79,92,1.93
3/11/14,7:29,10.01,3.028,1602,1.88,85,1.06
3/11/14,7:31,10.04,3.036,1606,0.21,94,0.74
3/11/14,7:32,9.74,3.043,1610,1.11,85,1.1
3/11/14,7:34,9.78,3.048,1613,0.81,90,0.92
3/11/14,7:35,9.97,3.061,1620,1.55,86,0.77
3/11/14,7:37,9.94,3.063,1621,1.89,76,1.72
3/11/14,7:38,9.57,3.074,1627,1.8,97,0.71
3/11/14,7:39,9.67,3.076,1628,0.67,99,1.6
3/11/14,7:41,9.63,3.079,1629,0.27,96,0.76
3/11/14,7:42,10.34,3.083,1631,1.78,90,1
3/11/14,7:44,10.35,3.094,1637,0.98,77,1.74
3/11/14,7:45,9.59,3.097,1639,1.21,92,1.83
3/11/14,7:47,10.48,3.101,1641,0.09,77,1.88
3/11/14,7:48,10.31,3.111,1646,0.1,85,1.38
3/11/14,7:49,10.24,3.119,1650,0.1,98,1.53
3/11/14,7:51,9.77,3.127,1655,0.96,96,1.89
3/11/14,7:52,10.4,3.13,1656,1.44,79,0.51
3/11/14,7:54,10.39,3.138,1661,1.46,93,1.67
3/11/14,7:55,10.06,3.144,1664,0.5,88,1.43
3/11/14,7:57,10.13,3.147,1666,0.27,85,1.4
3/11/14,7:58,10.31,3.157,1671,0.79,89,1.09
3/11/14,8:00,10.26,3.166,1675,1.12,81,0.87
3/11/14,8:01,9.7,3.168,1677,1.3,80,1.46
3/11/14,8:02,9.96,3.177,1681,0.32,93,1.92
3/11/14,8:04,10.32,3.189,1687,1.92,81,1.2
3/11/14,8:05,9.56,3.194,1690,0.82,87,1.25
3/11/14,8:07,10.21,3.202,1695,1.67,99,1.02
3/11/14,8:08,10.21,3.209,1698,1.77,84,1.72
3/11/14,8:10,10.5,3.212,1700,0.4,94,1.19
3/11/14,8:11,10.25,3.22,1704,0.64,98,0.81
3/11/14,8:13,10.12,3.224,1706,0.51,100,1.36
3/11/14,8:14,10.15,3.229,1709,0.91,86,0.74
3/11/14,8:15,10.38,3.236,1712,0.48,88,1.19
3/11/14,8:17,10.33,3.24,1715,0.84,90,1.2
3/11/14,8:18,10.11,3.245,1717,1.94,96,1.15
3/11/14,8:20,10.03,3.248,1719,1.89,98,1.09
3/11/14,8:21,10.33,3.252,1721,0.01,93,0.92
3/11/14,8:23,9.96,3.259,1724,0.38,92,1.5
3/11/14,8:24,10.15,3.261,1726,0.19,85,1.32
3/11/14,8:25,10.32,3.271,1731,1.18,91,1.37
3/11/14,8:27,10.37,3.273,1732,1.39,97,1.23
3/11/14,8:28,9.72,3.279,1735,1.76,89,0.68
3/11/14,8:30,9.78,3.281,1736,0.21,79,0.79
3/11/14,8:31,10.17,3.292,1742,0.63,87,0.55
3/11/14,8:33,10,3.296,1744,0.34,86,0.79
3/11/14,8:34,9.84,3.303,1748,0.97,78,0.66
3/11/14,8:36,10.11,3.311,1752,0.9,76,1.01
3/11/14,8:37,9.7,3.309,1751,1.1,99,0.89
3/11/14,8:38,10.17,3.307,1750,1.65,99,1.29
3/11/14,8:40,9.95,3.303,1748,0.42,92,1.87
3/11/14,8:41,9.61,3.3,1746,1.09,90,0.75
3/11/14,8:43,9.65,3.296,1744,1.38,79,0.67
3/11/14,8:44,10.12,3.29,1741,0.78,81,1.47
3/11/14,8:46,10.24,3.286,1739,0.02,85,1.9
3/11/14,8:47,9.87,3.276,1734,1.36,92,0.81
3/11/14,8:49,10.3,3.274,1732,1.42,94,1.72
3/11/14,8:50,10.17,3.263,1727,1.16,91,0.6
3/11/14,8:51,9.56,3.257,1723,0.12,94,1.51
3/11/14,8:53,10.39,3.254,1722,0.78,87,1.84
3/11/14,8:54,9.92,3.252,1721,0.2,99,1.01
3/11/14,8:56,10.37,3.245,1717,0.41,90,0.56
3/11/14,8:57,10.13,3.232,1710,0.98,91,1.97
3/11/14,8:59,10.33,3.228,1708,1.68,83,1.6
3/11/14,9:00,10.48,3.224,1706,1.15,77,1.73
3/11/14,9:01,10.24,3.222,1705,0.18,81,0.77
3/11/14,9:03,10.15,3.219,1703,1.32,83,1.01
3/11/14,9:04,9.88,3.207,1697,0.54,95,1.65
3/11/14,9:06,10.07,3.204,1696,1.15,75,1.77
3/11/14,9:07,10.3,3.198,1692,1.06,97,1.63
3/11/14,9:09,9.51,3.188,1687,0.38,87,1.28
3/11/14,9:10,9.72,3.184,1685,1.64,96,0.84
3/11/14,9:12,9.85,3.174,1680,1.11,88,1.14
3/11/14,9:13,9.59,3.167,1676,0.26,84,1.79
3/11/14,9:14,10.1,3.161,1673,1.8,87,1.58
3/11/14,9:16,10.23,3.155,1669,0.87,76,1.1
3/11/14,9:17,10.31,3.145,1664,0.26,93,0.96
3/11/14,9:19,10.14,3.139,1661,0.06,90,1.44
3/11/14,9:20,9.57,3.126,1654,1.12,95,0.6
3/11/14,9:22,10,3.12,1651,0.51,91,1.2
3/11/14,9:23,9.86,3.114,1648,1.02,97,1.2
3/11/14,9:25,9.52,3.109,1645,0.8,81,1.06
3/11/14,9:26,10,3.102,1641,0.74,84,1.95
3/11/14,9:27,9.51,3.097,1639,0.55,96,1.54
3/11/14,9:29,9.7,3.094,1638,0.4,76,0.8
3/11/14,9:30,9.81,3.083,1631,0.05,96,1.06
3/11/14,9:32,10.27,3.08,1630,1.74,93,0.65
3/11/14,9:33,10.09,3.076,1628,0.01,94,1.58
3/11/14,9:35,9.79,3.062,1620,1.07,76,0.6
3/11/14,9:36,9.62,3.059,1619,0.03,98,0.93
3/11/14,9:37,9.73,3.055,1617,0.06,77,1.12
3/11/14,9:39,9.66,3.047,1612,0.37,95,1.84
3/11/14,9:40,10.49,3.041,1609,1.46,80,0.69
3/11/14,9:42,9.63,3.038,1608,0.18,82,1.95
3/11/14,9:43,10.23,3.033,1605,0.88,78,1.24
3/11/14,9:45,9.96,3.029,1603,1.58,84,1.15
3/11/14,9:46,9.62,3.027,1602,1.38,80,1.35
3/11/14,9:48,9.67,3.02,1598,1.18,87,1.47
3/11/14,9:49,9.66,3.015,1595,1.04,94,0.6
3/11/14,9:50,10.06,3.012,1594,1.31,95,0.53
3/11/14,9:52,10.11,3.007,1591,1.74,87,1.39
3/11/14,9:53,9.59,3.005,1590,0.02,77,0.54
3/11/14,9:55,9.91,2.994,1585,0.52,88,1.38
3/11/14,9:56,10.28,2.991,1583,1.61,97,1.04
3/11/14,9:58,10.47,2.989,1582,1.55,80,1.67
3/11/14,9:59,10.27,2.981,1578,0.67,79,1.4
3/11/14,10:01,10.47,2.973,1573,1.2,97,0.69
3/11/14,10:02,9.55,2.959,1566,0.65,99,1.02
3/11/14,10:03,10.28,2.957,1565,0.76,94,0.97
3/11/14,10:05,9.58,2.954,1563,1.55,95,1.87
3/11/14,10:06,9.62,2.952,1562,1.75,77,1.67
3/11/14,10:08,9.79,2.943,1557,0.34,90,1.66
3/11/14,10:09,10.04,2.935,1553,0.72,82,1.22
3/11/14,10:11,9.99,2.932,1552,1.65,97,1.13
3/11/14,10:12,9.73,2.926,1549,0.08,87,0.78
3/11/14,10:13,9.68,2.924,1547,1.16,84,1.27
3/11/14,10:15,9.57,2.916,1543,0.59,89,1.68
3/11/14,10:16,10.33,2.909,1539,0.6,91,0.91
3/11/14,10:18,9.76,2.898,1534,1.46,76,1.19
3/11/14,10:19,9.58,2.89,1530,1.32,95,1.23
3/11/14,10:21,9.55,2.887,1528,0.06,75,1.56
3/11/14,10:22,10.38,2.881,1524,0.82,94,0.7
3/11/14,10:24,10.13,2.876,1522,1.95,87,1.59
3/11/14,10:25,10.23,2.871,1520,0.53,93,0.8
3/11/14,10:26,9.59,2.869,1518,1.14,99,1.16
3/11/14,10:28,9.64,2.863,1515,1.35,79,1.6
3/11/14,10:29,9.72,2.852,1509,0.5,89,1.04
3/11/14,10:31,9.92,2.85,1508,0.51,80,0.6
3/11/14,10:32,9.81,2.847,1507,0.42,92,1.89
3/11/14,10:34,9.55,2.835,1500,0.34,98,1.59
3/11/14,10:35,10.42,2.832,1499,0.66,75,1.72
3/11/14,10:37,9.52,2.829,1497,1.17,99,1.62
3/11/14,10:38,10.01,2.827,1496,1.11,79,1.29
3/11/14,10:39,10.42,2.825,1495,0.97,84,1.24
3/11/14,10:41,10.45,2.816,1490,1.16,79,1.37
3/11/14,10:42,9.76,2.804,1484,0.51,78,1.65
3/11/14,10:44,9.83,2.799,1481,0.28,81,1.3
3/11/14,10:45,10.3,2.794,1479,1.94,85,0.54
3/11/14,10:47,10.29,2.796,1480,0.13,91,1.81
3/11/14,10:48,9.62,2.805,1484,0.89,95,1.99
3/11/14,10:49,9.54,2.814,1489,0.01,80,1.45
3/11/14,10:51,9.77,2.824,1494,1.61,87,0.95
3/11/14,10:52,9.93,2.834,1499,1.33,86,1.02
3/11/14,10:54,10.45,2.837,1501,0.16,87,0.95
3/11/14,10:55,9.81,2.84,1503,0.94,81,0.98
3/11/14,10:57,10.18,2.842,1504,0.26,95,0.53
3/11/14,10:58,10.21,2.85,1508,1.97,83,1.5
3/11/14,11:00,9.63,2.857,1512,0.94,91,0.94
3/11/14,11:01,9.97,2.859,1513,1.45,78,1.45
3/11/14,11:02,9.6,2.865,1516,0.88,100,1.45
3/11/14,11:04,10.34,2.87,1519,0.92,77,1.28
3/11/14,11:05,9.7,2.878,1523,1.87,83,1.01
3/11/14,11:07,10.3,2.882,1525,0.53,94,1.6
3/11/14,11:08,10.09,2.888,1528,1.6,96,1.56
3/11/14,11:10,10.29,2.893,1531,1.41,78,1.71
3/11/14,11:11,10.17,2.896,1532,0.58,95,1.18
3/11/14,11:13,9.97,2.901,1535,0.07,83,0.99
3/11/14,11:14,10.42,2.903,1536,0.78,76,1.34
3/11/14,11:15,10.4,2.907,1538,1.76,83,1.53
3/11/14,11:17,10.31,2.912,1541,1.01,81,1.77
3/11/14,11:18,10.19,2.918,1544,0.09,100,0.54
3/11/14,11:20,10.18,2.922,1546,1,96,1.81
3/11/14,11:21,10.18,2.925,1548,0.8,83,1.88
3/11/14,11:23,9.59,2.929,1550,1.23,86,1.88
3/11/14,11:24,9.93,2.933,1552,0.95,92,1.5
3/11/14,11:25,10.17,2.938,1555,1.16,100,1.44
3/11/14,11:27,9.63,2.941,1556,0.31,82,0.66
3/11/14,11:28,9.99,2.946,1559,0.62,93,1.58
3/11/14,11:30,9.67,2.955,1563,1.09,90,1.36
3/11/14,11:31,10.37,2.96,1566,1.58,81,1.78
3/11/14,11:33,10.43,2.966,1570,1.62,83,1.45
3/11/14,11:34,9.93,2.972,1573,1.67,96,1.92
3/11/14,11:36,9.63,2.977,1576,0.41,88,0.66
3/11/14,11:37,9.72,2.985,1579,1.47,79,1.74
3/11/14,11:38,10.06,2.992,1583,0.67,88,1.59
3/11/14,11:40,10.1,2.997,1586,1.62,85,1.7
3/11/14,11:41,10.04,3.002,1588,1.06,92,0.77
3/11/14,11:43,9.62,3.011,1593,0.41,100,1.61
3/11/14,11:44,9.61,3.018,1597,1.75,92,1.47
3/11/14,11:46,10,3.025,1601,1.39,83,1.26
3/11/14,11:47,10.14,3.029,1603,1.85,85,0.99
3/11/14,11:49,10.37,3.035,1606,0.96,85,0.65
3/11/14,11:50,9.8,3.04,1609,0.42,81,1.75
3/11/14,11:51,9.6,3.048,1613,0.93,91,0.83
3/11/14,11:53,9.68,3.051,1615,1.98,89,0.98
3/11/14,11:54,10.49,3.057,1618,0.86,77,1.65
3/11/14,11:56,10.25,3.059,1619,0.47,95,1.53
3/11/14,11:57,9.58,3.064,1622,0.73,78,1.86
3/11/14,11:59,10.05,3.074,1627,1.36,89,0.97
3/11/14,12:00,10.37,3.083,1631,1.46,84,1.64
3/11/14,12:01,10.39,3.087,1633,0.79,84,0.56
3/11/14,12:03,9.78,3.09,1635,0.2,90,1.46
3/11/14,12:04,10.07,3.096,1638,0.74,95,1.41
3/11/14,12:06,9.89,3.106,1644,0.95,91,0.82
3/11/14,12:07,10.16,3.109,1645,0.86,88,1.34
3/11/14,12:09,9.74,3.115,1649,0.02,84,0.82
3/11/14,12:10,9.85,3.117,1650,0.71,92,1.52
3/11/14,12:12,9.96,3.12,1651,0.13,97,1.1
3/11/14,12:13,10.43,3.124,1653,0.88,79,1.87
3/11/14,12:14,9.55,3.126,1654,0.29,83,1.97
3/11/14,12:16,10.36,3.132,1657,0.68,86,1.25
3/11/14,12:17,10.47,3.138,1660,1.6,76,0.82
3/11/14,12:19,10.47,3.14,1662,0,98,1.89
3/11/14,12:20,10.21,3.143,1663,1.81,99,1.38
3/11/14,12:22,9.55,3.145,1664,0.09,81,1.99
3/11/14,12:23,10.47,3.155,1670,1.52,91,1.54
3/11/14,12:25,10.02,3.159,1672,1.06,92,0.64
3/11/14,12:26,10.01,3.161,1673,1.61,99,1.5
3/11/14,12:27,9.69,3.159,1672,1.84,92,0.68
3/11/14,12:29,10.48,3.157,1671,1.06,93,1.07
3/11/14,12:30,9.64,3.155,1670,0.37,88,0.81
3/11/14,12:32,10.31,3.153,1669,1.77,97,1.45
3/11/14,12:33,10.17,3.151,1668,0.33,85,0.74
3/11/14,12:35,10.28,3.149,1667,0.18,76,0.99
3/11/14,12:36,9.61,3.147,1665,1.27,75,1.85
3/11/14,12:37,10.42,3.145,1664,0.26,81,1.34
3/11/14,12:39,10.16,3.143,1663,1.16,100,0.69
3/11/14,12:40,9.67,3.141,1662,0.74,95,1.08
3/11/14,12:42,9.72,3.139,1661,0.3,89,1.4
3/11/14,12:43,9.73,3.137,1660,0.42,100,0.95
3/11/14,12:45,10.37,3.135,1659,1.5,93,0.51
3/11/14,12:46,10.2,3.133,1658,0.15,88,0.64
3/11/14,12:48,10.14,3.131,1657,1.94,99,1.32
3/11/14,12:49,10.05,3.129,1656,0.35,94,1.79
3/11/14,12:50,10.49,3.127,1655,1.58,79,1.06
3/11/14,12:52,9.98,3.125,1654,0.48,99,1.36
3/11/14,12:53,10.32,3.123,1653,1.3,90,0.54
3/11/14,12:55,9.62,3.121,1652,1.75,84,1.42
3/11/14,12:56,10.15,3.119,1651,1.44,90,1.1
3/11/14,12:58,10.41,3.117,1650,0.35,81,1.69
3/11/14,12:59,9.94,3.115,1649,0.53,80,1.98
3/11/14,13:01,10.06,3.113,1648,1.42,92,1.76
3/11/14,13:02,10.49,3.111,1646,1.37,94,1.72
3/11/14,13:03,9.75,3.109,1645,1.62,88,1.31
3/11/14,13:05,9.52,3.107,1644,1.86,78,1.34
3/11/14,13:06,10.19,3.105,1643,0.75,85,0.99
3/11/14,13:08,10.28,3.104,1642,1.5,76,1.52
3/11/14,13:09,10.02,3.102,1641,1.9,82,0.91
3/11/14,13:11,10.01,3.1,1640,0.49,80,1
3/11/14,13:12,9.62,3.098,1639,0.68,98,0.63
3/11/14,13:13,9.6,3.096,1638,1.34,95,1.73
3/11/14,13:15,10.41,3.094,1637,1.59,87,1.96
3/11/14,13:16,10.11,3.092,1636,0.9,78,1.31
3/11/14,13:18,10,3.09,1635,0.93,96,0.8
3/11/14,13:19,9.81,3.088,1634,0.43,82,1.46
3/11/14,13:21,9.86,3.086,1633,1,75,0.77
3/11/14,13:22,9.82,3.084,1632,1.93,81,0.84
3/11/14,13:24,10.12,3.082,1631,1.54,90,0.93
3/11/14,13:25,10.17,3.08,1630,0.54,76,1.26
3/11/14,13:26,10.34,3.078,1629,1.32,99,0.9
3/11/14,13:28,10.03,3.076,1628,0.72,89,1.2
3/11/14,13:29,10.32,3.074,1627,1.13,78,1.54
3/11/14,13:31,10.18,3.072,1626,1.63,94,0.96
3/11/14,13:32,9.83,3.07,1625,0.14,95,0.76
3/11/14,13:34,10.25,3.068,1624,0.26,98,0.68
3/11/14,13:35,10.2,3.066,1623,0.4,89,0.61
3/11/14,13:37,10.01,3.064,1622,1.18,85,1
3/11/14,13:38,9.93,3.062,1620,0.45,80,1.23
3/11/14,13:39,10.44,3.06,1619,1.4,88,1.3
3/11/14,13:41,9.9,3.058,1618,1.49,98,0.79
3/11/14,13:42,9.59,3.056,1617,0.44,90,0.52
3/11/14,13:44,9.51,3.054,1616,0.62,93,0.8
3/11/14,13:45,10.1,3.052,1615,1.32,75,1.42
3/11/14,13:47,10.4,3.05,1614,1.41,80,1.05
3/11/14,13:48,10.43,3.048,1613,1.95,80,1.92
3/11/14,13:49,10.15,3.046,1612,0.62,82,1.66
3/11/14,13:51,10.22,3.044,1611,0.71,87,0.77
3/11/14,13:52,9.9,3.042,1610,0.3,88,0.61
3/11/14,13:54,10.16,3.04,1609,1.45,89,0.51
3/11/14,13:55,9.9,3.038,1608,1.18,88,0.53
3/11/14,13:57,9.97,3.036,1607,0.12,93,1.91
3/11/14,13:58,10.33,3.034,1606,1.74,89,0.74
3/11/14,14:00,10.01,3.032,1604,1.16,81,0.93
3/11/14,14:01,9.69,3.03,1603,1.02,76,0.64
3/11/14,14:02,9.53,3.028,1602,1.02,83,1.03
3/11/14,14:04,9.89,3.026,1601,0.08,96,1.07
3/11/14,14:05,9.79,3.024,1600,1.23,93,1.73
3/11/14,14:07,10.47,3.022,1599,0.28,83,0.73
3/11/14,14:08,10.37,3.02,1598,0.07,82,1.95
3/11/14,14:10,9.82,3.018,1597,0.01,93,1
3/11/14,14:11,10.01,3.016,1596,0.46,83,1.28
3/11/14,14:13,10.15,3.014,1595,0.56,91,1.29
3/11/14,14:14,9.95,3.012,1594,1.56,84,1.39
3/11/14,14:15,9.55,3.01,1593,0.8,98,1.86
3/11/14,14:17,10.39,3.008,1592,0.82,88,0.61
3/11/14,14:18,10.47,3.006,1591,1.8,87,1.09
3/11/14,14:20,10.18,3.004,1590,1.49,76,1.24
3/11/14,14:21,9.53,3.002,1589,0.85,87,1.98
3/11/14,14:23,10.37,3,1588,1.06,96,0.68
3/11/14,14:24,10.41,2.998,1587,0.49,99,1.06
3/11/14,14:25,10.3,2.996,1586,0.57,89,1.04
3/11/14,14:27,10.05,2.994,1585,1.24,86,1.61
3/11/14,14:28,10.24,2.992,1583,0.63,91,1.94
3/11/14,14:30,10.02,2.99,1582,0.94,84,0.83
3/11/14,14:31,10.11,2.988,1581,0.35,81,1.18
3/11/14,14:33,9.94,2.987,1580,1.42,84,1.97
3/11/14,14:34,10.42,2.985,1579,1.02,89,0.62
3/11/14,14:36,10.04,2.983,1578,0.07,83,1.33
3/11/14,14:37,10.07,2.981,1577,0.91,87,1.32
3/11/14,14:38,10.47,2.979,1576,1,100,0.59
3/11/14,14:40,9.54,2.977,1575,0.66,76,0.85
3/11/14,14:41,9.74,2.975,1574,0.87,100,1.66
3/11/14,14:43,9.64,2.973,1573,0.21,90,1.97
3/11/14,14:44,9.98,2.971,1572,0.69,100,0.8
3/11/14,14:46,9.62,2.969,1571,0.25,81,1.28
3/11/14,14:47,10.21,2.967,1570,0.63,90,1.41
3/11/14,14:49,10.27,2.965,1569,1.41,91,1.11
3/11/14,14:50,9.69,2.963,1568,0.14,100,0.89
3/11/14,14:51,10.37,2.961,1567,1.78,86,1.32
3/11/14,14:53,9.93,2.959,1566,0.94,96,1.75
3/11/14,14:54,10.27,2.957,1565,0.63,95,1.95
3/11/14,14:56,10.27,2.955,1563,1.87,87,1.62
3/11/14,14:57,10.22,2.953,1562,0.21,83,1.8
3/11/14,14:59,9.52,2.95,1561,1.46,80,1.39
3/11/14,15:00,9.53,2.948,1560,0.53,97,1.47
3/11/14,15:01,10.21,2.947,1559,0.96,87,1.66
3/11/14,15:03,10.13,2.945,1558,0.59,92,0.62
3/11/14,15:04,9.68,2.943,1557,1.18,99,0.75
3/11/14,15:06,10.23,2.941,1556,0.39,91,1.5
3/11/14,15:07,9.58,2.939,1555,0.87,80,1.94
3/11/14,15:09,9.62,2.937,1554,1.13,88,1.48
3/11/14,15:10,10.05,2.935,1553,0.81,75,0.79
3/11/14,15:12,9.57,2.932,1552,1.98,92,0.85
3/11/14,15:13,10.35,2.931,1551,0.91,95,1.18
3/11/14,15:14,9.65,2.929,1550,1.56,76,0.69
3/11/14,15:16,9.72,2.927,1549,1.03,100,1.22
3/11/14,15:17,9.98,2.925,1548,1.19,99,1.66
3/11/14,15:19,10.47,2.923,1547,0.65,95,0.72
3/11/14,15:20,9.84,2.921,1546,0.32,77,1.3
3/11/14,15:22,9.85,2.919,1544,1.61,79,0.8
3/11/14,15:23,10.09,2.917,1543,0.57,85,1.82
3/11/14,15:25,9.54,2.915,1542,1.74,76,1.85
3/11/14,15:26,10.45,2.913,1541,1.68,82,1.42
3/11/14,15:27,9.5,2.911,1540,1.01,95,1.81
3/11/14,15:29,9.67,2.909,1539,1.15,86,1.1
3/11/14,15:30,9.84,2.907,1538,1.38,92,0.76
3/11/14,15:32,9.87,2.905,1537,0.2,88,0.62
3/11/14,15:33,9.97,2.903,1536,1.5,94,1.39
3/11/14,15:35,9.55,2.901,1535,0.17,77,1.79
3/11/14,15:36,9.77,2.899,1534,0.03,93,0.9
3/11/14,15:37,10.43,2.897,1533,1.1,85,1.09
3/11/14,15:39,9.79,2.895,1532,1.41,83,1.33
3/11/14,15:40,10.16,2.893,1531,0.29,97,0.61
3/11/14,15:42,9.8,2.891,1530,1.62,100,1.17
3/11/14,15:43,9.66,2.889,1529,0.94,85,1.53
3/11/14,15:45,9.85,2.887,1528,1.22,79,1.82
3/11/14,15:46,9.68,2.884,1526,1.61,88,0.56
3/11/14,15:48,9.61,2.883,1525,1.4,79,0.96
3/11/14,15:49,10.2,2.881,1524,0.21,84,0.5
3/11/14,15:50,9.74,2.879,1523,1.82,99,1.65
3/11/14,15:52,10.21,2.877,1522,1.18,79,1.61
3/11/14,15:53,9.79,2.88,1524,1.59,84,1.08
3/11/14,15:55,9.64,2.886,1527,0.31,77,1.05
3/11/14,15:56,10.14,2.892,1531,0.23,76,1.59
3/11/14,15:58,9.87,2.898,1534,0.89,79,0.86
3/11/14,15:59,9.76,2.903,1536,1.63,96,1.45
3/11/14,16:01,10.22,2.915,1542,0.28,80,1.06
3/11/14,16:02,10.23,2.927,1549,1.39,83,1.04
3/11/14,16:03,10.35,2.93,1550,1.21,97,1.52
3/11/14,16:05,10.46,2.939,1555,0.05,81,0.53
3/11/14,16:06,9.98,2.941,1556,1.26,76,0.59
3/11/14,16:08,10.08,2.945,1558,0.82,97,1.98
3/11/14,16:09,10.45,2.948,1560,0.57,77,1.44
3/11/14,16:11,10.04,2.953,1563,0.07,100,1.35
3/11/14,16:12,10.01,2.955,1564,0.42,96,1.44
3/11/14,16:13,10.42,2.958,1565,0.71,95,1.36
3/11/14,16:15,9.78,2.965,1569,1.71,98,0.82
3/11/14,16:16,9.55,2.973,1573,0.65,81,1.73
3/11/14,16:18,10.5,2.979,1576,1.14,84,1.86
3/11/14,16:19,9.53,2.988,1581,0.51,96,1.98
3/11/14,16:21,9.88,2.99,1582,1.94,87,0.77
3/11/14,16:22,9.56,2.994,1584,0.76,80,0.78
3/11/14,16:24,10.26,3,1588,1.23,81,0.66
3/11/14,16:25,10.25,3.007,1591,0.55,97,1.88
3/11/14,16:26,9.66,3.009,1592,0.5,86,0.61
3/11/14,16:28,10.07,3.013,1595,0.83,95,1.84
3/11/14,16:29,10.36,3.019,1598,0.85,85,0.65
3/11/14,16:31,9.96,3.021,1599,1.09,90,1.17
3/11/14,16:32,9.6,3.028,1602,2,81,1.15
3/11/14,16:34,9.84,3.035,1606,0.36,98,0.82
3/11/14,16:35,9.79,3.045,1611,0.21,82,1.15
3/11/14,16:37,10.34,3.052,1615,0.66,95,0.88
3/11/14,16:38,10.04,3.06,1619,1.88,90,1.95
3/11/14,16:39,10.05,3.064,1621,0.93,92,0.81
3/11/14,16:41,10.01,3.07,1625,0.03,94,0.56
3/11/14,16:42,10.16,3.076,1628,0.04,75,1.99
3/11/14,16:44,9.56,3.079,1629,1.49,90,0.66
3/11/14,16:45,9.74,3.091,1635,1.43,96,0.92
3/11/14,16:47,9.54,3.094,1637,1.4,87,0.85
3/11/14,16:48,9.57,3.098,1639,1.45,95,0.83
3/11/14,16:49,10.47,3.101,1641,1.77,91,1.37
3/11/14,16:51,10.22,3.103,1642,0.07,89,0.68
3/11/14,16:52,9.75,3.106,1644,0.21,88,1.34
3/11/14,16:54,9.76,3.117,1649,0.8,90,0.79
3/11/14,16:55,9.7,3.119,1650,0.83,94,0.51
3/11/14,16:57,10.4,3.121,1652,1.14,76,0.92
3/11/14,16:58,10.02,3.132,1657,1.29,95,0.65
3/11/14,17:00,9.85,3.143,1663,0.13,76,1.99
3/11/14,17:01,9.63,3.147,1665,0.16,75,1.8
3/11/14,17:02,9.93,3.153,1669,0.75,88,0.9
3/11/14,17:04,10.05,3.167,1676,0.67,79,1.98
3/11/14,17:05,10.18,3.17,1678,1.95,80,0.77
3/11/14,17:07,10.45,3.176,1681,0.35,80,0.55
3/11/14,17:08,9.59,3.18,1683,1.32,81,1.88
3/11/14,17:10,10.3,3.183,1684,1.75,93,0.94
3/11/14,17:11,9.98,3.193,1690,1.8,80,0.92
3/11/14,17:13,9.94,3.202,1695,1.66,97,1.12
3/11/14,17:14,9.74,3.208,1698,0.44,93,0.57
3/11/14,17:15,9.89,3.211,1699,0.83,87,1.86
3/11/14,17:17,9.78,3.213,1700,1.92,86,0.58
3/11/14,17:18,10.13,3.22,1704,1.75,88,1.99
3/11/14,17:20,9.51,3.228,1708,0.53,97,1.37
3/11/14,17:21,10.4,3.233,1711,1.71,95,1.75
3/11/14,17:23,9.8,3.235,1712,1.29,98,0.71
3/11/14,17:24,9.77,3.241,1715,1.42,84,0.92
3/11/14,17:25,9.88,3.253,1721,0.85,93,1.08
3/11/14,17:27,10.16,3.262,1726,1.75,76,0.54
